,path,filename,split_filename,original_filename,new_filename,safe_to_walk,roadway_width,crosswalk,crosswalk_signal,traffic_light,car,scooter,bike,other_obstacles,no_obstacle_in_crosswalk,weather,subset
41,V_pic/IMG_8059.jpg,IMG_8059.jpg,IMG_8059,IMG_8059.HEIC,000044.jpg,1,27.2,1,1,1,0,0,0,0,1,0,train
42,V_pic/IMG_20210604_153744.jpg,IMG_20210604_153744.jpg,IMG_20210604_153744,IMG_20210604_153744.jpg,000045.jpg,0,31.2,1,0,1,0,0,0,0,1,1,train
1073,V_pic/IMG_3865.jpg,IMG_3865.jpg,IMG_3865,IMG_3865.HEIC,000046.jpg,0,9.0,1,0,2,0,0,0,0,1,1,reserved
43,V_pic/IMG_3871.jpg,IMG_3871.jpg,IMG_3871,IMG_3871.HEIC,000047.jpg,1,22.6,1,1,2,0,0,1,0,1,1,train
44,V_pic/IMG_3736.jpg,IMG_3736.jpg,IMG_3736,IMG_3736.JPG,000048.jpg,1,6.4,1,1,1,0,0,0,0,1,1,train
45,V_pic/IMG_4059.jpg,IMG_4059.jpg,IMG_4059,IMG_4059.HEIC,000049.jpg,1,30.8,1,2,2,0,0,1,0,1,0,train
46,V_pic/IMG_20210604_153803.jpg,IMG_20210604_153803.jpg,IMG_20210604_153803,IMG_20210604_153803.jpg,000050.jpg,0,16.6,1,1,2,0,1,0,0,0,1,train
47,V_pic/IMG_4065.jpg,IMG_4065.jpg,IMG_4065,IMG_4065.HEIC,000051.jpg,0,35.0,1,0,2,0,0,0,0,1,0,train
48,V_pic/IMG_4071.jpg,IMG_4071.jpg,IMG_4071,IMG_4071.HEIC,000052.jpg,1,35.0,1,1,2,0,0,0,0,1,0,train
49,V_pic/IMG_20210604_153624.jpg,IMG_20210604_153624.jpg,IMG_20210604_153624,IMG_20210604_153624.jpg,000053.jpg,0,31.2,1,0,0,0,0,0,0,1,1,train
50,V_pic/IMG_3939.jpg,IMG_3939.jpg,IMG_3939,IMG_3939.HEIC,000054.jpg,1,23.5,1,1,2,0,0,0,0,1,1,train
51,V_pic/IMG_20210610_131307.jpg,IMG_20210610_131307.jpg,IMG_20210610_131307,IMG_20210610_131307.jpg,000055.jpg,0,17.3,1,0,0,0,0,0,0,1,0,train
1074,V_pic/IMG_20210609_161911.jpg,IMG_20210609_161911.jpg,IMG_20210609_161911,IMG_20210609_161911.jpg,000056.jpg,0,36.3,1,1,0,1,0,0,0,0,0,reserved
52,V_pic/IMG_3911.jpg,IMG_3911.jpg,IMG_3911,IMG_3911.HEIC,000057.jpg,0,20.0,1,0,2,1,0,0,0,0,1,train
53,V_pic/IMG_20210610_131449.jpg,IMG_20210610_131449.jpg,IMG_20210610_131449,IMG_20210610_131449.jpg,000058.jpg,1,34.3,1,1,0,0,0,0,0,1,0,train
54,V_pic/IMG_3905.jpg,IMG_3905.jpg,IMG_3905,IMG_3905.HEIC,000059.jpg,1,20.0,1,1,1,0,0,0,0,1,1,train
55,V_pic/IMG_20210609_161905.jpg,IMG_20210609_161905.jpg,IMG_20210609_161905,IMG_20210609_161905.jpg,000060.jpg,0,22.1,1,1,1,1,0,1,0,0,0,train
56,V_pic/IMG_20210608_153850.jpg,IMG_20210608_153850.jpg,IMG_20210608_153850,IMG_20210608_153850.jpg,000061.jpg,0,33.4,1,0,0,1,0,0,0,0,0,train
57,V_pic/IMG_7752.jpg,IMG_7752.jpg,IMG_7752,IMG_7752.jpeg,000062.jpg,0,6.7,1,0,0,0,0,0,0,1,1,train
1075,V_pic/IMG_7746.jpg,IMG_7746.jpg,IMG_7746,IMG_7746.jpeg,000063.jpg,0,12.2,1,0,2,0,0,0,0,1,1,reserved
58,V_pic/IMG_7949.jpg,IMG_7949.jpg,IMG_7949,IMG_7949.HEIC,000064.jpg,0,4.9,1,2,2,0,0,0,0,1,0,train
59,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_38.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_38.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_38,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_38.jpg,000065.jpg,0,8.8,1,0,2,0,1,0,0,0,0,train
60,V_pic/IMG_20210610_130555.jpg,IMG_20210610_130555.jpg,IMG_20210610_130555,IMG_20210610_130555.jpg,000066.jpg,0,16.7,1,0,0,0,0,0,0,1,0,train
61,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_10.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_10.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_10,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_10.jpg,000067.jpg,1,9.2,1,2,2,0,0,0,0,1,0,train
62,V_pic/IMG_20210607_202422.jpg,IMG_20210607_202422.jpg,IMG_20210607_202422,IMG_20210607_202422.jpg,000068.jpg,1,20.7,1,1,0,0,0,0,0,1,2,train
63,V_pic/IMG_7961.jpg,IMG_7961.jpg,IMG_7961,IMG_7961.HEIC,000069.jpg,1,23.4,1,1,1,0,0,0,0,1,0,train
64,V_pic/IMG_7977.jpg,IMG_7977.jpg,IMG_7977,IMG_7977.HEIC,000070.jpg,1,8.1,1,1,2,0,0,0,0,1,0,val
1076,V_pic/IMG_7963.jpg,IMG_7963.jpg,IMG_7963,IMG_7963.HEIC,000071.jpg,0,28.9,1,0,0,0,0,0,0,1,0,reserved
65,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_12.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_12.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_12,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_12.jpg,000072.jpg,0,8.3,1,2,2,0,0,0,0,1,0,train
66,V_pic/IMG_20210608_153649.jpg,IMG_20210608_153649.jpg,IMG_20210608_153649,IMG_20210608_153649.jpg,000073.jpg,1,32.6,1,1,0,0,0,0,0,1,0,train
67,V_pic/IMG_7750.jpg,IMG_7750.jpg,IMG_7750,IMG_7750.jpeg,000074.jpg,0,12.6,1,2,0,0,0,0,0,1,0,train
1077,V_pic/IMG_7988.jpg,IMG_7988.jpg,IMG_7988,IMG_7988.HEIC,000075.jpg,0,8.6,1,0,0,0,0,0,0,1,0,reserved
68,V_pic/IMG_7744.jpg,IMG_7744.jpg,IMG_7744,IMG_7744.jpeg,000076.jpg,0,11.8,1,0,0,0,0,0,0,1,1,train
69,V_pic/IMG_3907.jpg,IMG_3907.jpg,IMG_3907,IMG_3907.HEIC,000077.jpg,0,20.0,1,0,0,1,0,0,0,0,1,train
70,V_pic/IMG_4098.jpg,IMG_4098.jpg,IMG_4098,IMG_4098.HEIC,000078.jpg,1,30.0,1,1,1,0,0,1,0,1,0,train
71,V_pic/IMG_4067.jpg,IMG_4067.jpg,IMG_4067,IMG_4067.HEIC,000079.jpg,0,35.0,1,2,2,1,0,0,0,0,0,train
72,V_pic/IMG_4073.jpg,IMG_4073.jpg,IMG_4073,IMG_4073.HEIC,000080.jpg,0,48.6,1,0,0,1,0,0,0,0,0,train
73,V_pic/IMG_20210609_162215.jpg,IMG_20210609_162215.jpg,IMG_20210609_162215,IMG_20210609_162215.jpg,000081.jpg,1,19.4,1,1,1,0,0,0,0,1,0,train
74,V_pic/IMG_3734.jpg,IMG_3734.jpg,IMG_3734,IMG_3734.HEIC,000082.jpg,0,10.0,1,0,0,1,0,0,0,0,1,train
75,V_pic/IMG_20210610_130621.jpg,IMG_20210610_130621.jpg,IMG_20210610_130621,IMG_20210610_130621.jpg,000083.jpg,0,16.7,1,0,1,1,0,0,0,0,0,train
76,V_pic/IMG_3867.jpg,IMG_3867.jpg,IMG_3867,IMG_3867.HEIC,000084.jpg,0,7.5,1,0,2,0,0,0,0,1,1,train
77,V_pic/IMG_8098.jpg,IMG_8098.jpg,IMG_8098,IMG_8098.HEIC,000085.jpg,1,14.2,1,1,1,0,0,0,0,1,0,train
78,V_pic/IMG_20210608_153517.jpg,IMG_20210608_153517.jpg,IMG_20210608_153517,IMG_20210608_153517.jpg,000086.jpg,0,10.3,1,1,2,0,1,0,0,0,0,train
79,V_pic/IMG_3873.jpg,IMG_3873.jpg,IMG_3873,IMG_3873.HEIC,000087.jpg,0,22.6,1,1,2,1,0,0,0,0,1,val
80,V_pic/IMG_3683.jpg,IMG_3683.jpg,IMG_3683,IMG_3683.JPG,000088.jpg,1,6.8,1,1,1,0,0,0,0,1,1,train
81,V_pic/IMG_4113.jpg,IMG_4113.jpg,IMG_4113,IMG_4113.HEIC,000089.jpg,1,32.1,1,1,2,0,0,0,0,1,0,train
82,V_pic/IMG_4107.jpg,IMG_4107.jpg,IMG_4107,IMG_4107.HEIC,000090.jpg,0,35.2,1,0,2,1,0,0,0,0,0,train
83,V_pic/S__72155285.jpg,S__72155285.jpg,S__72155285,S__72155285.jpg,000091.jpg,0,4.4,1,2,0,0,0,0,0,1,0,train
84,V_pic/IMG_20210604_153949.jpg,IMG_20210604_153949.jpg,IMG_20210604_153949,IMG_20210604_153949.jpg,000092.jpg,1,16.7,1,1,2,0,0,0,0,1,1,train
85,V_pic/IMG_8073.jpg,IMG_8073.jpg,IMG_8073,IMG_8073.HEIC,000093.jpg,0,14.2,1,0,2,1,1,0,0,0,0,train
86,V_pic/IMG_8067.jpg,IMG_8067.jpg,IMG_8067,IMG_8067.HEIC,000094.jpg,1,28.6,1,1,1,0,0,0,0,1,0,test
87,V_pic/IMG_20210610_130812.jpg,IMG_20210610_130812.jpg,IMG_20210610_130812,IMG_20210610_130812.jpg,000095.jpg,0,36.3,1,0,1,0,0,0,0,1,0,test
88,V_pic/IMG_3654.jpg,IMG_3654.jpg,IMG_3654,IMG_3654.HEIC,000096.jpg,0,7.7,1,0,2,0,1,0,0,0,0,train
89,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_127.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_127.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_127,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_127.jpg,000097.jpg,0,9.9,1,2,2,0,0,0,0,1,0,val
90,V_pic/IMG_20210610_131729.jpg,IMG_20210610_131729.jpg,IMG_20210610_131729,IMG_20210610_131729.jpg,000098.jpg,1,16.7,1,1,2,0,0,0,0,1,0,train
91,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_133.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_133.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_133,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_133.jpg,000099.jpg,0,10.4,1,2,2,0,0,0,0,1,0,test
92,V_pic/IMG_3481.jpg,IMG_3481.jpg,IMG_3481,IMG_3481.HEIC,000100.jpg,0,7.8,1,0,2,0,0,0,0,1,0,train
93,V_pic/IMG_3495.jpg,IMG_3495.jpg,IMG_3495,IMG_3495.HEIC,000101.jpg,1,13.8,1,2,2,0,0,0,0,1,0,train
94,V_pic/IMG_3318.jpg,IMG_3318.jpg,IMG_3318,IMG_3318.HEIC,000102.jpg,0,25.2,1,0,2,0,0,0,0,1,1,train
95,V_pic/IMG_3324.jpg,IMG_3324.jpg,IMG_3324,IMG_3324.HEIC,000103.jpg,0,12.4,1,0,0,0,0,0,0,1,1,train
96,V_pic/IMG_20210607_201908.jpg,IMG_20210607_201908.jpg,IMG_20210607_201908,IMG_20210607_201908.jpg,000104.jpg,0,18.5,1,1,2,0,0,0,0,1,2,train
1078,V_pic/IMG_3456.jpg,IMG_3456.jpg,IMG_3456,IMG_3456.JPG,000105.jpg,0,21.35,1,1,2,1,0,0,0,0,1,reserved
97,V_pic/IMG_20210609_164248.jpg,IMG_20210609_164248.jpg,IMG_20210609_164248,IMG_20210609_164248.jpg,000106.jpg,0,19.4,1,0,0,1,0,0,0,0,0,train
98,V_pic/IMG_3325.jpg,IMG_3325.jpg,IMG_3325,IMG_3325.HEIC,000107.jpg,0,12.4,1,0,2,0,0,0,0,1,1,train
99,V_pic/IMG_3443.jpg,IMG_3443.jpg,IMG_3443,IMG_3443.JPG,000108.jpg,0,24.3,1,1,1,1,0,1,0,0,1,train
100,V_pic/IMG_3319.jpg,IMG_3319.jpg,IMG_3319,IMG_3319.HEIC,000109.jpg,1,13.3,1,1,1,0,0,0,0,1,0,train
101,V_pic/IMG_20210604_153545.jpg,IMG_20210604_153545.jpg,IMG_20210604_153545,IMG_20210604_153545.jpg,000110.jpg,0,31.2,1,0,0,1,0,0,0,0,1,train
102,V_pic/IMG_20210604_151346.jpg,IMG_20210604_151346.jpg,IMG_20210604_151346,IMG_20210604_151346.jpg,000111.jpg,0,16.6,1,2,0,1,0,0,0,0,1,train
103,V_pic/IMG_20210609_162837.jpg,IMG_20210609_162837.jpg,IMG_20210609_162837,IMG_20210609_162837.jpg,000112.jpg,1,22.0,1,1,2,0,0,0,0,1,0,train
104,V_pic/IMG_20210604_153551.jpg,IMG_20210604_153551.jpg,IMG_20210604_153551,IMG_20210604_153551.jpg,000113.jpg,0,31.2,1,0,0,0,0,0,0,1,1,test
105,V_pic/IMG_3480.jpg,IMG_3480.jpg,IMG_3480,IMG_3480.HEIC,000114.jpg,1,35.6,1,2,1,0,0,0,0,1,0,train
106,V_pic/IMG_20210607_202541.jpg,IMG_20210607_202541.jpg,IMG_20210607_202541,IMG_20210607_202541.jpg,000115.jpg,0,18.5,1,0,2,0,0,0,0,1,2,test
107,V_pic/IMG_8066.jpg,IMG_8066.jpg,IMG_8066,IMG_8066.HEIC,000116.jpg,1,28.6,1,1,1,0,0,0,0,1,0,train
108,V_pic/IMG_3655.jpg,IMG_3655.jpg,IMG_3655,IMG_3655.JPG,000117.jpg,0,16.7,1,1,2,1,0,0,0,0,1,train
109,V_pic/IMG_3899.jpg,IMG_3899.jpg,IMG_3899,IMG_3899.HEIC,000118.jpg,1,7.8,1,1,2,0,0,0,0,1,1,train
110,V_pic/IMG_8072.jpg,IMG_8072.jpg,IMG_8072,IMG_8072.HEIC,000119.jpg,0,14.2,1,0,2,1,0,0,0,0,0,test
1079,V_pic/S__72155284.jpg,S__72155284.jpg,S__72155284,S__72155284.jpg,000120.jpg,0,4.4,1,2,0,0,0,0,0,1,0,reserved
111,V_pic/IMG_4106.jpg,IMG_4106.jpg,IMG_4106,IMG_4106.HEIC,000121.jpg,0,38.7,1,0,1,1,0,0,0,0,0,train
112,V_pic/IMG_4112.jpg,IMG_4112.jpg,IMG_4112,IMG_4112.HEIC,000122.jpg,1,32.1,1,1,2,0,1,0,0,0,0,train
113,V_pic/S__72155290.jpg,S__72155290.jpg,S__72155290,S__72155290.jpg,000123.jpg,1,4.4,1,2,1,0,0,0,0,1,0,train
114,V_pic/IMG_20210604_152459.jpg,IMG_20210604_152459.jpg,IMG_20210604_152459,IMG_20210604_152459.jpg,000124.jpg,0,16.1,1,1,2,1,0,0,0,0,1,train
115,V_pic/IMG_20210604_151144.jpg,IMG_20210604_151144.jpg,IMG_20210604_151144,IMG_20210604_151144.jpg,000125.jpg,1,16.7,1,1,2,0,0,0,0,1,1,train
116,V_pic/IMG_8099.jpg,IMG_8099.jpg,IMG_8099,IMG_8099.HEIC,000126.jpg,1,14.2,1,1,1,0,0,0,0,1,0,train
117,V_pic/IMG_3872.jpg,IMG_3872.jpg,IMG_3872,IMG_3872.HEIC,000127.jpg,1,22.6,1,1,2,0,0,0,0,1,1,train
1080,V_pic/IMG_3866.jpg,IMG_3866.jpg,IMG_3866,IMG_3866.HEIC,000128.jpg,0,22.0,1,1,1,1,0,0,0,0,1,reserved
118,V_pic/IMG_20210610_131258.jpg,IMG_20210610_131258.jpg,IMG_20210610_131258,IMG_20210610_131258.jpg,000129.jpg,0,34.3,1,0,1,0,0,0,0,1,0,train
119,V_pic/IMG_3735.jpg,IMG_3735.jpg,IMG_3735,IMG_3735.HEIC,000130.jpg,1,6.4,1,2,1,0,0,0,0,1,1,train
120,V_pic/IMG_4072.jpg,IMG_4072.jpg,IMG_4072,IMG_4072.HEIC,000131.jpg,0,48.6,1,0,0,0,0,0,0,1,0,train
121,V_pic/IMG_4066.jpg,IMG_4066.jpg,IMG_4066,IMG_4066.HEIC,000132.jpg,1,35.0,1,2,2,0,0,0,0,1,0,val
122,V_pic/IMG_20210608_153338.jpg,IMG_20210608_153338.jpg,IMG_20210608_153338,IMG_20210608_153338.jpg,000133.jpg,1,33.4,1,1,0,0,0,0,0,1,0,test
123,V_pic/IMG_4099.jpg,IMG_4099.jpg,IMG_4099,IMG_4099.HEIC,000134.jpg,0,30.0,1,1,1,0,1,0,0,0,0,val
124,V_pic/IMG_3906.jpg,IMG_3906.jpg,IMG_3906,IMG_3906.HEIC,000135.jpg,0,20.0,1,0,0,0,0,0,0,1,1,train
125,V_pic/IMG_7745.jpg,IMG_7745.jpg,IMG_7745,IMG_7745.jpeg,000136.jpg,0,12.2,1,0,2,0,0,0,0,1,0,train
126,V_pic/IMG_7989.jpg,IMG_7989.jpg,IMG_7989,IMG_7989.HEIC,000137.jpg,0,8.6,1,0,2,0,0,0,0,1,0,train
127,V_pic/IMG_7751.jpg,IMG_7751.jpg,IMG_7751,IMG_7751.jpeg,000138.jpg,0,12.6,1,2,0,0,1,0,0,0,1,train
128,V_pic/IMG_7962.jpg,IMG_7962.jpg,IMG_7962,IMG_7962.HEIC,000139.jpg,0,23.4,1,0,1,0,0,0,0,1,0,train
129,V_pic/IMG_20210604_152713.jpg,IMG_20210604_152713.jpg,IMG_20210604_152713,IMG_20210604_152713.jpg,000140.jpg,1,31.2,1,1,1,0,0,0,0,1,1,train
130,V_pic/IMG_7972.jpg,IMG_7972.jpg,IMG_7972,IMG_7972.HEIC,000141.jpg,1,4.9,1,1,2,0,0,0,0,1,0,test
1081,V_pic/IMG_20210610_130552.jpg,IMG_20210610_130552.jpg,IMG_20210610_130552,IMG_20210610_130552.jpg,000142.jpg,0,36.3,1,0,1,0,0,0,0,1,0,reserved
131,V_pic/o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_17.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_17.jpg,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_17,o013ec39f7e3ed313e7085914aa1cee71_4620693218545359526_210610_17.jpg,000143.jpg,0,5.5,1,2,2,1,1,0,0,0,0,train
132,V_pic/IMG_7966.jpg,IMG_7966.jpg,IMG_7966,IMG_7966.HEIC,000144.jpg,1,28.9,1,1,1,0,0,1,0,1,0,train
133,V_pic/IMG_7755.jpg,IMG_7755.jpg,IMG_7755,IMG_7755.jpeg,000145.jpg,0,12.2,1,0,0,0,0,0,0,1,1,train
134,V_pic/IMG_7741.jpg,IMG_7741.jpg,IMG_7741,IMG_7741.jpeg,000146.jpg,1,11.8,1,1,1,0,0,0,0,1,1,train
135,V_pic/IMG_7999.jpg,IMG_7999.jpg,IMG_7999,IMG_7999.HEIC,000147.jpg,1,19.7,1,2,1,0,0,0,0,1,0,train
